,name,code,start_date,end_date,days,p_change,totals,pe,rank
15,金溢科技,002869,2019-09-03,0,0,10,1.18,83.71,19.112497380409227
17,科力尔,002892,2019-09-03,0,0,10,1.42,79.35,11.830903951589683
33,博通集成,603068,2019-09-03,0,0,10,1.39,127.3,11.743264420574276
40,鸿远电子,603267,2019-09-03,0,0,10,1.65,27.32,11.559498557246643
37,菲林格尔,603226,2019-09-03,0,0,10,1.51,47.8,11.541720399894508
1,长春高新,000661,2019-08-30,0,0,10,1.7,41.16,10.533318969533559
25,恒力石化,600346,2019-09-03,0,0,10,70.39,12.01,9.80444766941803
35,昭衍新药,603127,2019-09-03,0,0,10,1.61,120.09,9.643817412444776
45,珀莱雅,603605,2019-09-03,0,0,10,2.01,46.55,9.293688443133027
22,联美控股,600167,2019-09-03,0,0,10,22.88,16.34,8.977898735804105
13,凯莱英,002821,2019-09-03,0,0,10,2.31,55.29,8.48858258290453
31,中国国旅,601888,2019-09-03,0,0,10,19.52,20.21,8.434416926268586
34,剑桥科技,603083,2019-08-21,0,0,10,1.67,343.37,8.433600893846734
44,绝味食品,603517,2019-09-03,0,0,10,5.74,29.77,8.102954625725403
16,美格智能,002881,2019-09-03,0,0,10,1.81,235.8,8.095689133443067
42,集友股份,603429,2019-09-03,0,0,10,2.66,62.03,7.932080460138685
38,景旺电子,603228,2019-09-03,0,0,10,6.02,32.42,7.901667650580089
18,深南电路,002916,2019-09-03,0,0,10,3.39,47.51,7.849875497439336
48,家家悦,603708,2019-09-03,0,0,10,6.08,33.57,7.828956001612141
30,隆基股份,601012,2019-09-03,0,0,10,36.24,24.93,7.800978855250451
52,益丰药房,603939,2019-09-03,0,0,10,3.79,47.12,7.704745570976325
39,大参林,603233,2019-09-02,0,0,10,5.2,40.02,7.637759302972103
0,汇顶科技,603160,2019-09-03,0,0,10,4.56,44.17,7.596088235996806
21,上海机场,600009,2019-08-28,0,0,10,19.27,30.0,7.548206683518749
10,中顺洁柔,002511,2019-09-02,0,0,10,13.06,32.29,7.522709397391862
3,韵达股份,002120,2019-09-03,0,0,10,22.27,31.53,7.414336502822291
46,安图生物,603658,2019-09-03,0,0,10,4.2,56.8,7.304616665918227
47,健友股份,603707,2019-09-03,0,0,10,7.18,42.74,7.299884475564875
27,通策医疗,600763,2019-09-03,0,0,10,3.21,76.29,7.28649042632293
4,中航光电,002179,2019-09-03,0,0,10,10.28,38.89,7.278098279317215
6,海大集团,002311,2019-09-03,0,0,10,15.81,38.71,7.132006264221381
14,视源股份,002841,2019-09-03,0,0,10,6.56,49.75,7.11760479326089
8,沪电股份,002463,2019-09-03,0,0,10,17.25,38.92,7.097169897307894
50,桃李面包,603866,2019-09-03,0,0,10,6.59,52.44,7.036265986617054
51,金域医学,603882,2019-09-03,0,0,10,4.58,66.3,7.003107263978376
28,宝信软件,600845,2019-09-03,0,0,10,11.41,46.61,6.939300512359808
2,华兰生物,002007,2019-09-03,0,0,10,14.03,45.11,6.916747847643898
29,长江电力,600900,2019-08-29,0,0,10,220.0,35.12,6.897078171933142
20,白云机场,600004,2019-09-03,0,0,10,20.69,43.27,6.871787975251553
23,生益科技,600183,2019-09-03,0,0,10,22.76,44.09,6.818293113904355
9,立讯精密,002475,2019-09-03,0,0,10,53.49,43.6,6.678083244962131
32,广州酒家,603043,2019-09-03,0,0,10,4.04,107.31,6.573682527905965
41,海天味业,603288,2019-09-03,0,0,10,27.0,56.3,6.4112605563557175
19,鹏鼎控股,002938,2019-09-03,0,0,10,23.11,64.36,6.262334911349786
49,三棵树,603737,2019-09-03,0,0,10,1.86,10000.0,6.210396926952213
36,济民制药,603222,2019-09-03,0,0,10,3.2,306.73,6.000912946179039
24,恒瑞医药,600276,2019-09-03,0,0,10,44.23,73.38,5.967907792373678
11,中公教育,002607,2019-09-03,0,0,10,61.67,96.07,5.602548972482736
5,九鼎新材,002201,2019-09-03,0,0,10,3.32,808.56,5.358007074007009
7,广联达,002410,2019-09-03,0,0,10,11.27,227.09,5.194764570550479
43,韦尔股份,603501,2019-09-03,0,0,10,8.64,1503.97,4.21517659052553
26,中国软件,600536,2019-09-03,0,0,10,4.95,10000.0,3.9396667366373093
12,牧原股份,002714,2019-09-03,0,0,10,20.85,10000.0,3.2580891566241847
